date,close,volume,move,
4/6/2016,69.04,5299090,0,0.387783487
9/28/2016,71.79,6184932,0,0.320704497
5/6/2016,68.25,9789090,0,0.978781692
1/23/2015,88.51,7565786,0,0.958038411
5/15/2015,79.24,6617173,0,0.635417531
7/23/2015,72.51,4252929,0,0.647953826
7/1/2014,75.28,6604504,0,0.457321561
3/3/2016,66.14,11844381,0,0.393213202
3/26/2015,81.89,8267163,0,0.489236459
8/9/2016,73.54,6427875,0,0.289707282
1/29/2016,66.36,16298375,0,0.094127271
9/15/2016,72.4,7331974,0,0.310868925
9/10/2015,64.12,14518272,0,0.170894912
12/15/2014,83.94,6317736,0,0.053270797
11/14/2014,82.96,10636644,0,0.134931593
6/18/2015,72.98,8376621,0,0.272933908
9/16/2014,76.32,4109537,0,0.611161815
10/1/2014,76.12,nan,0,0.844723199
10/13/2014,77.56,8201401,0,0.433830388
4/27/2015,79.37,6449809,0,0.417042819
2/6/2015,87.33,5617641,0,0.826248654
6/2/2016,70.95,6508681,0,0.707583819
4/29/2016,66.87,12080334,0,0.541418488
7/28/2016,73.24,4603167,0,0.008213188
2/13/2017,67.77,8374307,0,0.390288073
8/31/2016,71.44,6311636,0,0.977294866
12/29/2014,86.64,3605617,0,0.064537271
1/9/2015,89.35,8522505,0,0.614225146
12/13/2016,71.8,8887510,0,0.55501743
6/25/2014,75.62,4318156,0,0.785210935
2/10/2015,87.29,5732061,0,0.175798894
8/27/2014,75.85,3200426,0,0.657579488
1/14/2016,63.06,12885473,0,0.629164528
6/13/2014,75.28,4981452,0,0.074499528
5/26/2015,74.9,10573616,0,0.700506524
8/11/2014,74.36,4721351,0,0.565244119
3/9/2015,82.88,4671505,0,0.050047921
6/29/2016,72.46,7014708,0,0.862458187
12/14/2015,60.39,14491235,0,0.415753117
9/24/2015,63.83,6913018,0,0.864358942
9/5/2014,77.51,nan,0,0.725899385
3/12/2015,81.9,5225826,0,0.230966667
5/22/2015,75.86,6815006,0,0.381867121
2/8/2017,67.81,7660755,0,0.709886368
3/24/2015,83.05,5359147,1,0.271731789
